50636.2 ms
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
mike wallace
charles clay
new orleans
131.35
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
steve smith
gary barnidge
new orleans
131.35
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
travis kelce
new orleans
131.35
98
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
travis kelce
new orleans
131.35
100
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
gary barnidge
cincinnati
131.35
100
tom brady
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
131.35
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
131.35
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
mike wallace
charles clay
tennessee
131.3
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
steve smith
gary barnidge
tennessee
131.3
99
tom brady
david johnson
jeremy hill
rashad jennings
terrelle pryor
deandre hopkins
mike wallace
gary barnidge
tennessee
131.3
100
aaron rodgers
david johnson
jeremy hill
tevin coleman
allen robinson
deandre hopkins
mike wallace
travis kelce
tennessee
131.3
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
travis kelce
tennessee
131.3
97
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
travis kelce
tennessee
131.3
99
cam newton
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
tyler eifert
tennessee
131.3
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
kenny britt
tyler eifert
tennessee
131.3
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
mike wallace
tyler eifert
tennessee
131.3
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
charles clay
cincinnati
131.25
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
tyler eifert
cincinnati
131.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
jarvis landry
travis kelce
new orleans
131.25
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
tyler eifert
new orleans
131.25
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
charles clay
cincinnati
131.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
charles clay
cincinnati
131.25
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
mike wallace
gary barnidge
cincinnati
131.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
mike wallace
gary barnidge
cincinnati
131.25
99
cam newton
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
tyler eifert
cincinnati
131.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
tyler eifert
cincinnati
131.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
jarvis landry
travis kelce
new orleans
131.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
jarvis landry
travis kelce
tennessee
131.2
99
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
deandre hopkins
travis kelce
tennessee
131.2
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
tyler eifert
tennessee
131.2
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
charles clay
denver
131.2
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
gary barnidge
denver
131.2
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
deandre hopkins
charles clay
tennessee
131.2
100
tom brady
david johnson
jeremy hill
carlos hyde
kelvin benjamin
deandre hopkins
mike wallace
gary barnidge
tennessee
131.2
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
mike wallace
gary barnidge
tennessee
131.2
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
jarvis landry
travis kelce
tennessee
131.2
99
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
deandre hopkins
travis kelce
tennessee
131.2
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
tyler eifert
tennessee
131.2
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
charles clay
denver
131.2
100
cam newton
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
gary barnidge
denver
131.2
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
gary barnidge
denver
131.2
100
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
charles clay
cincinnati
131.15
100
tom brady
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
charles clay
cincinnati
131.15
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
charles clay
cincinnati
131.15
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
steve smith
charles clay
new orleans
131.15
100
aaron rodgers
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
gary barnidge
new orleans
131.15
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
travis kelce
new orleans
131.15
100
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
charles clay
cincinnati
131.15
100
tom brady
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
charles clay
cincinnati
131.15
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
charles clay
cincinnati
131.15
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
steve smith
gary barnidge
new orleans
131.15
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
kelvin benjamin
deandre hopkins
gary barnidge
new orleans
131.15
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
steve smith
charles clay
tennessee
131.1
99
tom brady
david johnson
jeremy hill
rashad jennings
terrelle pryor
deandre hopkins
mike wallace
charles clay
tennessee
131.1
100
aaron rodgers
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
gary barnidge
tennessee
131.1
100
aaron rodgers
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
gary barnidge
tennessee
131.1
100
aaron rodgers
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
gary barnidge
tennessee
131.1
99
cam newton
david johnson
jeremy hill
carlos hyde
amari cooper
deandre hopkins
mike wallace
gary barnidge
tennessee
131.1
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
travis kelce
tennessee
131.1
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
kenny britt
tyler eifert
tennessee
131.1
100
tom brady
david johnson
jeremy hill
tevin coleman
kelvin benjamin
deandre hopkins
mike wallace
tyler eifert
tennessee
131.1
100
cam newton
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
mike wallace
tyler eifert
tennessee
131.1
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
steve smith
gary barnidge
tennessee
131.1
99
aaron rodgers
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
gary barnidge
tennessee
131.1
100
aaron rodgers
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
gary barnidge
tennessee
131.1
100
aaron rodgers
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
gary barnidge
tennessee
131.1
99
cam newton
david johnson
jeremy hill
carlos hyde
amari cooper
deandre hopkins
mike wallace
gary barnidge
tennessee
131.1
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
kelvin benjamin
deandre hopkins
gary barnidge
tennessee
131.1
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
mike wallace
charles clay
cincinnati
131.05
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
mike wallace
charles clay
cincinnati
131.05
99
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
kenny britt
gary barnidge
cincinnati
131.05
100
cam newton
david johnson
devonta freeman
jeremy hill
kelvin benjamin
deandre hopkins
mike wallace
travis kelce
cincinnati
131.05
100
cam newton
david johnson
jeremy hill
carlos hyde
allen robinson
deandre hopkins
mike wallace
travis kelce
cincinnati
131.05
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
travis kelce
cincinnati
131.05
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
mike wallace
tyler eifert
cincinnati
131.05
100
tom brady
david johnson
jeremy hill
rashad jennings
kelvin benjamin
deandre hopkins
mike wallace
gary barnidge
new orleans
131.05
100
cam newton
david johnson
jeremy hill
tevin coleman
amari cooper
allen robinson
deandre hopkins
gary barnidge
new orleans
131.05
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
jarvis landry
travis kelce
new orleans
131.05
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
mike wallace
tyler eifert
new orleans
131.05
100
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
kenny britt
gary barnidge
cincinnati
131.05
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
charles clay
denver
131
100
tom brady
david johnson
jeremy hill
carlos hyde
kelvin benjamin
deandre hopkins
mike wallace
charles clay
tennessee
131
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
mike wallace
charles clay
tennessee
131
100
tom brady
david johnson
jeremy hill
rashad jennings
kelvin benjamin
deandre hopkins
mike wallace
gary barnidge
tennessee
131
99
cam newton
david johnson
jeremy hill
tevin coleman
amari cooper
allen robinson
deandre hopkins
gary barnidge
tennessee
131
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
jarvis landry
travis kelce
tennessee
131
99
tom brady
david johnson
jeremy hill
tevin coleman
terrelle pryor
deandre hopkins
mike wallace
travis kelce
tennessee
131
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
mike wallace
travis kelce
tennessee
131
100
cam newton
david johnson
jeremy hill
tevin coleman
amari cooper
deandre hopkins
mike wallace
tyler eifert
tennessee
131
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
mike wallace
tyler eifert
tennessee
131
99
cam newton
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
charles clay
denver
131
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
charles clay
denver
131
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
mike wallace
gary barnidge
denver
131
100
marcus mariota
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
130.95
99
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
deandre hopkins
travis kelce
cincinnati
130.95
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
tyler eifert
cincinnati
130.95
99
aaron rodgers
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
charles clay
new orleans
130.95
100
cam newton
david johnson
jeremy hill
rashad jennings
amari cooper
deandre hopkins
mike wallace
gary barnidge
new orleans
130.95
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
terrelle pryor
deandre hopkins
gary barnidge
new orleans
130.95
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
kenny britt
travis kelce
new orleans
130.95
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
mike wallace
travis kelce
new orleans
130.95
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
tyler eifert
san diego
130.95
99
tom brady
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
steve smith
gary barnidge
cincinnati
130.95
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
tyler eifert
cincinnati
130.95
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
steve smith
charles clay
new orleans
130.95
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
kelvin benjamin
deandre hopkins
charles clay
new orleans
130.95
100
cam newton
david johnson
jeremy hill
rashad jennings
amari cooper
deandre hopkins
mike wallace
gary barnidge
new orleans
130.95
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
kelvin benjamin
mike wallace
gary barnidge
new orleans
130.95
100
cam newton
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
travis kelce
new orleans
130.95
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
kenny britt
travis kelce
new orleans
130.95
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
mike wallace
travis kelce
new orleans
130.95
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
tyler eifert
san diego
130.95
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
jared cook
tennessee
130.9
100
aaron rodgers
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
charles clay
tennessee
130.9
100
aaron rodgers
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
charles clay
tennessee
130.9
100
aaron rodgers
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
charles clay
tennessee
130.9
99
cam newton
david johnson
jeremy hill
carlos hyde
amari cooper
deandre hopkins
mike wallace
charles clay
tennessee
130.9
100
cam newton
david johnson
jeremy hill
rashad jennings
amari cooper
deandre hopkins
mike wallace
gary barnidge
tennessee
130.9
99
cam newton
david johnson
jeremy hill
carlos hyde
allen robinson
terrelle pryor
deandre hopkins
gary barnidge
tennessee
130.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
terrelle pryor
deandre hopkins
gary barnidge
tennessee
130.9
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
kenny britt
travis kelce
tennessee
130.9
99
cam newton
david johnson
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
travis kelce
tennessee
130.9
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
mike wallace
travis kelce
tennessee
130.9
99
carson wentz
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
travis kelce
tennessee
130.9
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
rishard matthews
deandre hopkins
tyler eifert
tennessee
130.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
gary barnidge
denver
130.9
99
cam newton
david johnson
jeremy hill
tevin coleman
allen robinson
deandre hopkins
mike wallace
travis kelce
denver
130.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
kelvin benjamin
deandre hopkins
mike wallace
tyler eifert
denver
130.9
100
blake bortles
david johnson
jeremy hill
carlos hyde
allen robinson
deandre hopkins
mike wallace
tyler eifert
denver
130.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
jared cook
tennessee
130.9
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
steve smith
charles clay
tennessee
130.9
99
aaron rodgers
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
charles clay
tennessee
130.9
100
aaron rodgers
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
charles clay
tennessee
130.9
100
aaron rodgers
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
charles clay
tennessee
130.9
99
cam newton
david johnson
jeremy hill
carlos hyde
amari cooper
deandre hopkins
mike wallace
charles clay
tennessee
130.9
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
kelvin benjamin
deandre hopkins
charles clay
tennessee
130.9
99
tom brady
david johnson
jeremy hill
allen robinson
deandre hopkins
mike wallace
steve smith
gary barnidge
tennessee
130.9
100
cam newton
david johnson
jeremy hill
rashad jennings
amari cooper
deandre hopkins
mike wallace
gary barnidge
tennessee
130.9
99
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
kelvin benjamin
mike wallace
gary barnidge
tennessee
130.9
99
cam newton
david johnson
devonta freeman
jeremy hill
terrelle pryor
kelvin benjamin
deandre hopkins
gary barnidge
tennessee
130.9
100
cam newton
david johnson
jeremy hill
carlos hyde
allen robinson
terrelle pryor
deandre hopkins
gary barnidge
tennessee
130.9
100
cam newton
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
travis kelce
tennessee
130.9
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
kenny britt
travis kelce
tennessee
130.9
99
cam newton
david johnson
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
travis kelce
tennessee
130.9
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
mike wallace
travis kelce
tennessee
130.9
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
gary barnidge
denver
130.9
99
blake bortles
david johnson
jeremy hill
carlos hyde
allen robinson
deandre hopkins
mike wallace
tyler eifert
denver
130.9
100
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
kenny britt
charles clay
cincinnati
130.85
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
130.85
97
cam newton
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
travis kelce
cincinnati
130.85
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
travis kelce
cincinnati
130.85
99
