93180.6 ms
new orleans
132.95
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
132.95
99
tom brady
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
mike wallace
charles clay
tennessee
132.9
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
132.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
tyler boyd
greg olsen
tennessee
132.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
jarvis landry
greg olsen
tennessee
132.9
99
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.9
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.9
98
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
greg olsen
tennessee
132.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
132.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
tyler boyd
greg olsen
tennessee
132.9
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
jarvis landry
greg olsen
tennessee
132.9
99
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.9
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.9
98
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
deandre hopkins
greg olsen
new orleans
132.85
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
charles clay
tennessee
132.8
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
gary barnidge
tennessee
132.8
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
deandre hopkins
greg olsen
tennessee
132.8
99
cam newton
david johnson
jeremy hill
carlos hyde
brandon marshall
deandre hopkins
mike wallace
greg olsen
cincinnati
132.75
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
mike wallace
jarvis landry
greg olsen
new orleans
132.75
100
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
132.75
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
132.75
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
charles clay
tennessee
132.7
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
brandon marshall
deandre hopkins
travis kelce
tennessee
132.7
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
charles clay
tennessee
132.7
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
brandon marshall
deandre hopkins
travis kelce
tennessee
132.7
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
mike wallace
jarvis landry
greg olsen
tennessee
132.7
99
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
132.7
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
132.7
98
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
mike wallace
greg olsen
tennessee
132.7
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
kelvin benjamin
brandon marshall
greg olsen
tennessee
132.7
100
cam newton
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.65
99
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.65
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
kenny britt
greg olsen
new orleans
132.65
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
132.65
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
mike wallace
greg olsen
new orleans
132.65
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
san diego
132.65
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
kenny britt
greg olsen
new orleans
132.65
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
mike wallace
greg olsen
new orleans
132.65
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
san diego
132.65
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
charles clay
tennessee
132.6
100
marcus mariota
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
gary barnidge
tennessee
132.6
100
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
mike wallace
travis kelce
tennessee
132.6
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
kenny britt
greg olsen
tennessee
132.6
99
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
greg olsen
tennessee
132.6
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
jarvis landry
greg olsen
tennessee
132.6
100
cam newton
david johnson
jeremy hill
isaiah crowell
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
132.6
100
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
132.6
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
132.6
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
mike wallace
greg olsen
tennessee
132.6
99
blake bortles
david johnson
jeremy hill
allen robinson
kelvin benjamin
brandon marshall
deandre hopkins
greg olsen
tennessee
132.6
100
carson wentz
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
deandre hopkins
greg olsen
tennessee
132.6
100
carson wentz
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.6
100
cam newton
david johnson
jeremy hill
tevin coleman
brandon marshall
deandre hopkins
mike wallace
greg olsen
denver
132.6
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
charles clay
tennessee
132.6
100
tom brady
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
mike wallace
travis kelce
tennessee
132.6
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
kenny britt
greg olsen
tennessee
132.6
99
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
greg olsen
tennessee
132.6
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
jarvis landry
greg olsen
tennessee
132.6
100
cam newton
david johnson
jeremy hill
isaiah crowell
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
132.6
100
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
132.6
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
132.6
99
blake bortles
david johnson
jeremy hill
allen robinson
kelvin benjamin
brandon marshall
deandre hopkins
greg olsen
tennessee
132.6
100
cam newton
david johnson
jeremy hill
rashad jennings
brandon marshall
deandre hopkins
mike wallace
greg olsen
cincinnati
132.55
99
blake bortles
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.55
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
gary barnidge
new orleans
132.55
99
cam newton
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
mike wallace
tyler eifert
new orleans
132.55
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
deandre hopkins
greg olsen
new orleans
132.55
99
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
132.55
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
gary barnidge
tennessee
132.5
98
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
brandon marshall
mike wallace
travis kelce
tennessee
132.5
100
cam newton
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
travis kelce
tennessee
132.5
100
cam newton
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
mike wallace
tyler eifert
tennessee
132.5
99
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
deandre hopkins
steve smith
greg olsen
tennessee
132.5
100
blake bortles
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
steve smith
greg olsen
tennessee
132.5
100
blake bortles
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
132.5
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
deandre hopkins
mike wallace
greg olsen
tennessee
132.5
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
deandre hopkins
greg olsen
tennessee
132.5
98
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.5
98
ryan fitzpatrick
david johnson
jeremy hill
todd gurley
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.5
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
132.5
100
carson wentz
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
132.45
100
cam newton
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
mike wallace
greg olsen
cincinnati
132.45
99
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
mike wallace
greg olsen
cincinnati
132.45
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
kelvin benjamin
brandon marshall
greg olsen
cincinnati
132.45
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
mike wallace
kenny britt
greg olsen
new orleans
132.45
100
cam newton
david johnson
jeremy hill
devontae booker
brandon marshall
deandre hopkins
mike wallace
greg olsen
new orleans
132.45
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
steve smith
greg olsen
san diego
132.45
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
mike wallace
greg olsen
san diego
132.45
100
marcus mariota
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
charles clay
tennessee
132.4
100
marcus mariota
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
gary barnidge
tennessee
132.4
100
cam newton
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
deandre hopkins
tyler eifert
tennessee
132.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
brandon marshall
tyler eifert
tennessee
132.4
100
carson wentz
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.4
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
steve smith
greg olsen
denver
132.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
mike wallace
kenny britt
greg olsen
tennessee
132.4
99
cam newton
david johnson
jeremy hill
devontae booker
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
132.4
99
blake bortles
david johnson
jeremy hill
allen robinson
kelvin benjamin
brandon marshall
mike wallace
greg olsen
tennessee
132.4
100
carson wentz
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
mike wallace
greg olsen
tennessee
132.4
100
carson wentz
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
132.4
100
carson wentz
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.4
99
tom brady
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
deandre hopkins
gary barnidge
cincinnati
132.35
100
tom brady
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
deandre hopkins
gary barnidge
cincinnati
132.35
100
cam newton
david johnson
jeremy hill
tevin coleman
allen robinson
deandre hopkins
mike wallace
greg olsen
cincinnati
132.35
100
blake bortles
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
mike wallace
greg olsen
cincinnati
132.35
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
charles clay
new orleans
132.35
99
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
gary barnidge
new orleans
132.35
99
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
steve smith
greg olsen
new orleans
132.35
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
mike wallace
greg olsen
new orleans
132.35
99
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
132.35
99
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
132.35
98
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
tyler eifert
san diego
132.35
100
carson wentz
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
mike wallace
greg olsen
san diego
132.35
100
tom brady
david johnson
jeremy hill
tevin coleman
brandon marshall
deandre hopkins
steve smith
greg olsen
cincinnati
132.35
100
blake bortles
david johnson
devonta freeman
jeremy hill
terrelle pryor
brandon marshall
mike wallace
greg olsen
cincinnati
132.35
99
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
steve smith
greg olsen
new orleans
132.35
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
132.35
99
blake bortles
david johnson
jeremy hill
allen robinson
brandon marshall
deandre hopkins
mike wallace
greg olsen
san diego
132.35
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
tyler eifert
denver
132.3
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
charles clay
tennessee
132.3
98
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
gary barnidge
tennessee
132.3
98
cam newton
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
mike wallace
travis kelce
tennessee
132.3
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
brandon marshall
travis kelce
tennessee
132.3
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
132.3
99
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
kenny britt
greg olsen
tennessee
132.3
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
kenny britt
greg olsen
tennessee
132.3
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
mike wallace
greg olsen
tennessee
132.3
98
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
132.3
98
ryan fitzpatrick
david johnson
jeremy hill
todd gurley
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
132.3
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
132.3
97
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
kelvin benjamin
brandon marshall
greg olsen
tennessee
132.3
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
tyler eifert
denver
132.3
100
ryan fitzpatrick
david johnson
jeremy hill
allen robinson
brandon marshall
deandre hopkins
mike wallace
greg olsen
denver
132.3
100
cam newton
david johnson
jeremy hill
thomas rawls
brandon marshall
mike wallace
steve smith
greg olsen
tennessee
132.3
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
steve smith
greg olsen
tennessee
132.3
99
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
kenny britt
greg olsen
tennessee
132.3
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
kenny britt
greg olsen
tennessee
132.3
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
132.3
98
ryan fitzpatrick
david johnson
jeremy hill
todd gurley
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
132.3
100
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
kelvin benjamin
brandon marshall
greg olsen
tennessee
132.3
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
amari cooper
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.25
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
rishard matthews
brandon marshall
deandre hopkins
greg olsen
new orleans
132.25
100
cam newton
david johnson
devonta freeman
jeremy hill
amari cooper
brandon marshall
deandre hopkins
gary barnidge
cincinnati
132.25
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
deandre hopkins
tyler eifert
cincinnati
132.25
100
cam newton
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
tyler boyd
greg olsen
cincinnati
132.25
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
steve smith
greg olsen
cincinnati
132.25
99
blake bortles
david johnson
devonta freeman
jeremy hill
terrelle pryor
deandre hopkins
mike wallace
greg olsen
cincinnati
132.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
kelvin benjamin
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.25
98
cam newton
david johnson
jeremy hill
james starks
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.25
100
blake bortles
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.25
98
blake bortles
david johnson
jeremy hill
todd gurley
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.25
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
amari cooper
brandon marshall
deandre hopkins
greg olsen
cincinnati
132.25
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
greg olsen
cincinnati
132.25
100
tom brady
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
steve smith
gary barnidge
new orleans
132.25
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
gary barnidge
new orleans
132.25
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
kelvin benjamin
deandre hopkins
mike wallace
greg olsen
new orleans
132.25
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
132.25
100
carson wentz
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
132.25
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
rishard matthews
brandon marshall
deandre hopkins
greg olsen
new orleans
132.25
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
kelvin benjamin
brandon marshall
greg olsen
new orleans
132.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
mike wallace
steve smith
greg olsen
san diego
132.25
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
mike wallace
greg olsen
san diego
132.25
98
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
brandon marshall
deandre hopkins
greg olsen
san diego
132.25
100
blake bortles
david johnson
devonta freeman
jeremy hill
brandon marshall
mike wallace
steve smith
greg olsen
san diego
132.25
100
carson wentz
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
greg olsen
green bay
132.2
100
marcus mariota
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
charles clay
tennessee
132.2
100
marcus mariota
david johnson
devonta freeman
jeremy hill
brandon marshall
deandre hopkins
mike wallace
travis kelce
tennessee
132.2
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
rishard matthews
brandon marshall
deandre hopkins
greg olsen
tennessee
132.2
99
ryan fitzpatrick
david johnson
jeremy hill
devontae booker
allen robinson
brandon marshall
deandre hopkins
greg olsen
denver
132.2
100
marcus mariota
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
charles clay
tennessee
132.2
100
