18791.8 ms
devontae booker
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
126.8
100
tom brady
jeremy hill
todd gurley
amari cooper
allen robinson
deandre hopkins
mike wallace
tyler eifert
tennessee
126.8
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
tyler eifert
tennessee
126.8
98
tom brady
jeremy hill
rashad jennings
doug martin
amari cooper
allen robinson
jarvis landry
travis kelce
tennessee
126.8
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
jarvis landry
travis kelce
tennessee
126.8
99
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
126.8
100
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
terrelle pryor
mike wallace
tyler eifert
tennessee
126.8
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
tyler eifert
tennessee
126.8
98
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
deandre hopkins
gary barnidge
denver
126.8
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
terrelle pryor
gary barnidge
denver
126.8
100
tom brady
jeremy hill
thomas rawls
devontae booker
amari cooper
allen robinson
mike wallace
travis kelce
denver
126.8
100
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
deandre hopkins
tyler eifert
new orleans
126.75
99
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
travis kelce
san diego
126.75
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
jarvis landry
tyler eifert
tennessee
126.7
100
tom brady
jeremy hill
todd gurley
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
126.7
100
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
126.7
98
tom brady
jeremy hill
thomas rawls
devontae booker
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
126.7
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
jarvis landry
tyler eifert
tennessee
126.7
100
tom brady
jeremy hill
todd gurley
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
126.7
100
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
126.7
98
tom brady
jeremy hill
thomas rawls
devontae booker
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
126.7
100
tom brady
jeremy hill
rashad jennings
tevin coleman
amari cooper
allen robinson
deandre hopkins
tyler eifert
denver
126.7
98
aaron rodgers
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
mike wallace
travis kelce
denver
126.7
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
deandre hopkins
travis kelce
new orleans
126.65
98
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
deandre hopkins
travis kelce
san diego
126.65
100
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
mike wallace
tyler eifert
san diego
126.65
100
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
mike wallace
tyler eifert
cincinnati
126.65
100
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
terrelle pryor
deandre hopkins
travis kelce
new orleans
126.65
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
deandre hopkins
travis kelce
new orleans
126.65
98
tom brady
jeremy hill
rashad jennings
amari cooper
allen robinson
deandre hopkins
mike wallace
tyler eifert
new orleans
126.65
98
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
deandre hopkins
travis kelce
san diego
126.65
100
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
mike wallace
tyler eifert
san diego
126.65
100
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
mike wallace
tyler eifert
cincinnati
126.65
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
deandre hopkins
travis kelce
tennessee
126.6
97
aaron rodgers
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
126.6
100
tom brady
jeremy hill
doug martin
amari cooper
allen robinson
terrelle pryor
deandre hopkins
travis kelce
tennessee
126.6
100
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
terrelle pryor
deandre hopkins
travis kelce
tennessee
126.6
99
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
deandre hopkins
travis kelce
tennessee
126.6
97
tom brady
jeremy hill
rashad jennings
amari cooper
allen robinson
deandre hopkins
mike wallace
tyler eifert
tennessee
126.6
97
aaron rodgers
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
terrelle pryor
tyler eifert
tennessee
126.6
100
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
deandre hopkins
charles clay
denver
126.6
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
terrelle pryor
charles clay
denver
126.6
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
terrelle pryor
deandre hopkins
travis kelce
denver
126.6
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
terrelle pryor
charles clay
denver
126.6
100
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
mike wallace
gary barnidge
denver
126.6
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
terrelle pryor
deandre hopkins
travis kelce
denver
126.6
100
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
mike wallace
gary barnidge
denver
126.6
100
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
new orleans
126.55
98
tom brady
jeremy hill
thomas rawls
isaiah crowell
amari cooper
allen robinson
deandre hopkins
tyler eifert
san diego
126.55
100
tom brady
jeremy hill
rashad jennings
amari cooper
allen robinson
deandre hopkins
jarvis landry
tyler eifert
new orleans
126.55
100
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
mike wallace
tyler eifert
new orleans
126.55
99
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
new orleans
126.55
98
tom brady
jeremy hill
rashad jennings
amari cooper
allen robinson
deandre hopkins
mike wallace
travis kelce
san diego
126.55
99
tom brady
jeremy hill
thomas rawls
isaiah crowell
amari cooper
allen robinson
deandre hopkins
tyler eifert
san diego
126.55
100
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
mike wallace
tyler eifert
new orleans
126.55
99
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
126.5
97
tom brady
demarco murray
jeremy hill
rashad jennings
allen robinson
deandre hopkins
steve smith
travis kelce
tennessee
126.5
100
tom brady
jeremy hill
rashad jennings
amari cooper
allen robinson
rishard matthews
deandre hopkins
travis kelce
tennessee
126.5
100
tom brady
jeremy hill
todd gurley
isaiah crowell
amari cooper
allen robinson
deandre hopkins
travis kelce
tennessee
126.5
100
tom brady
jeremy hill
thomas rawls
isaiah crowell
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
126.5
100
tom brady
jeremy hill
rashad jennings
amari cooper
allen robinson
deandre hopkins
jarvis landry
tyler eifert
tennessee
126.5
99
tom brady
demarco murray
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
tyler eifert
tennessee
126.5
100
tom brady
jeremy hill
todd gurley
devontae booker
amari cooper
allen robinson
mike wallace
tyler eifert
tennessee
126.5
100
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
mike wallace
tyler eifert
tennessee
126.5
98
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
126.5
97
tom brady
jeremy hill
todd gurley
tevin coleman
amari cooper
allen robinson
deandre hopkins
travis kelce
denver
126.5
100
tom brady
demarco murray
jeremy hill
rashad jennings
allen robinson
deandre hopkins
steve smith
travis kelce
tennessee
126.5
100
tom brady
jeremy hill
thomas rawls
isaiah crowell
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
126.5
100
tom brady
demarco murray
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
tyler eifert
tennessee
126.5
100
tom brady
jeremy hill
todd gurley
devontae booker
amari cooper
allen robinson
mike wallace
tyler eifert
tennessee
126.5
100
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
mike wallace
tyler eifert
tennessee
126.5
98
tom brady
jeremy hill
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
denver
126.5
100
tom brady
jeremy hill
devontae booker
amari cooper
allen robinson
deandre hopkins
mike wallace
tyler eifert
denver
126.5
100
tom brady
demarco murray
jeremy hill
tevin coleman
allen robinson
deandre hopkins
mike wallace
tyler eifert
denver
126.5
100
tom brady
jeremy hill
rashad jennings
tevin coleman
amari cooper
allen robinson
mike wallace
tyler eifert
denver
126.5
98
tom brady
jeremy hill
todd gurley
tevin coleman
amari cooper
allen robinson
deandre hopkins
travis kelce
denver
126.5
100
tom brady
jeremy hill
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
denver
126.5
100
tom brady
jeremy hill
rashad jennings
tevin coleman
amari cooper
allen robinson
mike wallace
tyler eifert
denver
126.5
98
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
deandre hopkins
travis kelce
san diego
126.45
99
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
deandre hopkins
travis kelce
cincinnati
126.45
99
tom brady
jeremy hill
rashad jennings
doug martin
amari cooper
allen robinson
terrelle pryor
travis kelce
cincinnati
126.45
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
terrelle pryor
travis kelce
cincinnati
126.45
99
tom brady
demarco murray
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
tyler eifert
cincinnati
126.45
99
tom brady
jeremy hill
todd gurley
amari cooper
allen robinson
deandre hopkins
mike wallace
travis kelce
new orleans
126.45
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
travis kelce
new orleans
126.45
98
tom brady
jeremy hill
rashad jennings
doug martin
amari cooper
allen robinson
steve smith
tyler eifert
new orleans
126.45
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
steve smith
tyler eifert
new orleans
126.45
99
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
mike wallace
travis kelce
san diego
126.45
100
tom brady
jeremy hill
rashad jennings
devontae booker
amari cooper
allen robinson
deandre hopkins
travis kelce
san diego
126.45
99
tom brady
jeremy hill
doug martin
amari cooper
allen robinson
deandre hopkins
mike wallace
tyler eifert
san diego
126.45
100
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
deandre hopkins
mike wallace
tyler eifert
san diego
126.45
99
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
deandre hopkins
travis kelce
cincinnati
126.45
99
tom brady
jeremy hill
rashad jennings
doug martin
amari cooper
allen robinson
terrelle pryor
travis kelce
cincinnati
126.45
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
terrelle pryor
travis kelce
cincinnati
126.45
99
tom brady
demarco murray
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
tyler eifert
cincinnati
126.45
99
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
terrelle pryor
mike wallace
travis kelce
new orleans
126.45
100
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
travis kelce
new orleans
126.45
98
tom brady
jeremy hill
rashad jennings
doug martin
amari cooper
allen robinson
steve smith
tyler eifert
new orleans
126.45
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
steve smith
tyler eifert
new orleans
126.45
99
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
mike wallace
travis kelce
san diego
126.45
100
tom brady
melvin gordon
jeremy hill
thomas rawls
amari cooper
deandre hopkins
mike wallace
gary barnidge
tennessee
126.4
100
tom brady
jeremy hill
todd gurley
amari cooper
allen robinson
deandre hopkins
mike wallace
travis kelce
tennessee
126.4
99
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
travis kelce
tennessee
126.4
97
tom brady
demarco murray
jeremy hill
thomas rawls
allen robinson
deandre hopkins
steve smith
tyler eifert
tennessee
126.4
100
tom brady
jeremy hill
rashad jennings
doug martin
amari cooper
allen robinson
steve smith
tyler eifert
tennessee
126.4
99
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
steve smith
tyler eifert
tennessee
126.4
98
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
jarvis landry
tyler eifert
tennessee
126.4
100
aaron rodgers
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
mike wallace
tyler eifert
tennessee
126.4
100
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
rishard matthews
deandre hopkins
tyler eifert
tennessee
126.4
100
tom brady
melvin gordon
jeremy hill
thomas rawls
amari cooper
deandre hopkins
mike wallace
gary barnidge
tennessee
126.4
100
tom brady
jeremy hill
doug martin
amari cooper
allen robinson
terrelle pryor
mike wallace
travis kelce
tennessee
126.4
100
tom brady
jeremy hill
thomas rawls
amari cooper
allen robinson
terrelle pryor
mike wallace
travis kelce
tennessee
126.4
99
tom brady
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
travis kelce
tennessee
126.4
97
tom brady
jeremy hill
rashad jennings
doug martin
amari cooper
allen robinson
steve smith
tyler eifert
tennessee
126.4
99
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
allen robinson
steve smith
tyler eifert
tennessee
126.4
98
tom brady
jeremy hill
rashad jennings
isaiah crowell
amari cooper
allen robinson
jarvis landry
tyler eifert
tennessee
126.4
100
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
mike wallace
charles clay
denver
126.4
100
tom brady
demarco murray
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
gary barnidge
denver
126.4
99
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
deandre hopkins
mike wallace
travis kelce
denver
126.4
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
terrelle pryor
mike wallace
travis kelce
denver
126.4
100
aaron rodgers
jeremy hill
thomas rawls
doug martin
amari cooper
allen robinson
deandre hopkins
travis kelce
denver
126.4
100
tom brady
jeremy hill
rashad jennings
tevin coleman
amari cooper
allen robinson
jarvis landry
tyler eifert
denver
126.4
100
aaron rodgers
jeremy hill
rashad jennings
amari cooper
allen robinson
deandre hopkins
mike wallace
tyler eifert
denver
126.4
100
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
allen robinson
mike wallace
charles clay
denver
126.4
100
tom brady
demarco murray
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
gary barnidge
denver
126.4
99
tom brady
jeremy hill
todd gurley
rashad jennings
amari cooper
deandre hopkins
mike wallace
travis kelce
denver
126.4
100
tom brady
jeremy hill
rashad jennings
thomas rawls
amari cooper
terrelle pryor
mike wallace
travis kelce
denver
126.4
100
tom brady
jeremy hill
rashad jennings
tevin coleman
amari cooper
allen robinson
jarvis landry
tyler eifert
denver
126.4
100
tom brady
jeremy hill
doug martin
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
san diego
126.35
100
tom brady
jeremy hill
thomas rawls
devontae booker
amari cooper
allen robinson
deandre hopkins
tyler eifert
san diego
126.35
99
tom brady
jeremy hill
todd gurley
doug martin
amari cooper
allen robinson
deandre hopkins
tyler eifert
cincinnati
126.35
100
