216.404 ms
brandon marshall
charles clay
new orleans
derek carr
129.25
99
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
green bay
michael thomas
derek carr
129.2
99
david johnson
jeremy hill
thomas rawls
amari cooper
rishard matthews
brandon marshall
gary barnidge
green bay
derek carr
129.2
100
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
brandon marshall
charles clay
tennessee
derek carr
129.2
98
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
charles clay
green bay
michael thomas
derek carr
129.2
99
david johnson
jeremy hill
thomas rawls
amari cooper
rishard matthews
brandon marshall
gary barnidge
green bay
derek carr
129.2
100
david johnson
jeremy hill
tevin coleman
amari cooper
terrelle pryor
brandon marshall
charles clay
tennessee
derek carr
129.2
98
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
charles clay
san diego
michael thomas
derek carr
129.15
100
david johnson
jeremy hill
thomas rawls
amari cooper
terrelle pryor
brandon marshall
jared cook
cincinnati
derek carr
129.15
100
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
tyler boyd
gary barnidge
san diego
derek carr
129.15
99
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
charles clay
san diego
michael thomas
derek carr
129.15
100
david johnson
jeremy hill
thomas rawls
amari cooper
terrelle pryor
brandon marshall
jared cook
cincinnati
derek carr
129.15
100
david johnson
jeremy hill
carlos hyde
amari cooper
brandon marshall
steve smith
gary barnidge
cincinnati
derek carr
129.15
99
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
tyler boyd
gary barnidge
san diego
derek carr
129.15
99
david johnson
jeremy hill
rashad jennings
amari cooper
brandon marshall
gary barnidge
green bay
michael thomas
derek carr
129.1
100
david johnson
jeremy hill
devontae booker
amari cooper
brandon marshall
gary barnidge
cincinnati
michael thomas
derek carr
129.05
99
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
gary barnidge
new orleans
michael thomas
derek carr
129.05
98
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
steve smith
charles clay
cincinnati
derek carr
129.05
97
david johnson
latavius murray
jeremy hill
amari cooper
brandon marshall
tyler boyd
gary barnidge
cincinnati
derek carr
129.05
100
david johnson
jeremy hill
tevin coleman
amari cooper
brandon marshall
steve smith
tyler eifert
cincinnati
derek carr
129.05
99
david johnson
jeremy hill
devontae booker
amari cooper
brandon marshall
steve smith
gary barnidge
new orleans
derek carr
129.05
99
