330.297 ms
new orleans
129.55
98
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
brandon marshall
tyler boyd
greg olsen
new orleans
129.55
99
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
allen robinson
brandon marshall
charles clay
tennessee
129.5
99
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
129.5
98
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
terrelle pryor
brandon marshall
tyler eifert
tennessee
129.5
100
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
129.5
97
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
brandon marshall
tyler boyd
greg olsen
tennessee
129.5
98
blake bortles
david johnson
rashad jennings
tevin coleman
allen robinson
rishard matthews
brandon marshall
greg olsen
tennessee
129.5
100
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
brandon marshall
tyler lockett
greg olsen
denver
129.5
98
blake bortles
david johnson
thomas rawls
doug martin
allen robinson
brandon marshall
steve smith
greg olsen
cincinnati
129.45
99
blake bortles
david johnson
devonta freeman
carlos hyde
allen robinson
brandon marshall
tyler lockett
greg olsen
new orleans
129.45
100
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
tennessee
129.4
100
blake bortles
david johnson
thomas rawls
james starks
allen robinson
rishard matthews
brandon marshall
greg olsen
tennessee
129.4
100
blake bortles
david johnson
carlos hyde
rashad jennings
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
129.4
100
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
tennessee
129.4
100
blake bortles
david johnson
devonta freeman
carlos hyde
allen robinson
brandon marshall
tyler lockett
greg olsen
tennessee
129.4
99
blake bortles
david johnson
carlos hyde
rashad jennings
allen robinson
brandon marshall
tyler boyd
greg olsen
tennessee
129.4
100
blake bortles
david johnson
thomas rawls
james starks
allen robinson
rishard matthews
brandon marshall
greg olsen
tennessee
129.4
100
blake bortles
david johnson
carlos hyde
rashad jennings
allen robinson
brandon marshall
tyler lockett
greg olsen
denver
129.4
100
