925.504 ms
david johnson
carlos hyde
dion lewis
terrelle pryor
steve smith
gary barnidge
tennessee
michael thomas
125.3
100
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
rishard matthews
travis kelce
tennessee
michael thomas
125.3
99
carson wentz
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
tyler eifert
tennessee
michael thomas
125.3
100
marcus mariota
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
charles clay
tennessee
125.3
100
russell wilson
david johnson
rashad jennings
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
125.3
100
cam newton
david johnson
carlos hyde
dion lewis
amari cooper
terrelle pryor
steve smith
gary barnidge
tennessee
125.3
100
aaron rodgers
david johnson
thomas rawls
dion lewis
amari cooper
steve smith
charles clay
cincinnati
michael thomas
125.25
100
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
charles clay
cincinnati
michael thomas
125.25
99
tom brady
david johnson
thomas rawls
dion lewis
amari cooper
tyler boyd
gary barnidge
cincinnati
michael thomas
125.25
99
tom brady
david johnson
thomas rawls
dion lewis
terrelle pryor
rishard matthews
gary barnidge
cincinnati
michael thomas
125.25
100
tom brady
david johnson
thomas rawls
dion lewis
terrelle pryor
steve smith
charles clay
new orleans
michael thomas
125.25
99
tom brady
david johnson
tevin coleman
dion lewis
amari cooper
steve smith
charles clay
new orleans
michael thomas
125.25
100
ryan fitzpatrick
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
tyler eifert
new orleans
michael thomas
125.25
99
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
rishard matthews
gary barnidge
cincinnati
125.25
100
cam newton
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
charles clay
new orleans
125.25
99
tom brady
david johnson
thomas rawls
dion lewis
amari cooper
steve smith
tyler boyd
gary barnidge
new orleans
125.25
99
tom brady
david johnson
thomas rawls
dion lewis
terrelle pryor
rishard matthews
steve smith
gary barnidge
new orleans
125.25
100
blake bortles
david johnson
thomas rawls
dion lewis
amari cooper
terrelle pryor
steve smith
tyler eifert
san diego
125.25
100
