2787.02 ms
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
mike wallace
gary barnidge
denver
131.8
99
russell wilson
david johnson
jeremy hill
brandon marshall
deandre hopkins
mike wallace
steve smith
greg olsen
tennessee
131.8
100
russell wilson
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
tyler eifert
cincinnati
131.75
100
russell wilson
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
deandre hopkins
gary barnidge
new orleans
131.75
100
russell wilson
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
deandre hopkins
gary barnidge
new orleans
131.75
99
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
tyler eifert
cincinnati
131.75
100
russell wilson
david johnson
jeremy hill
rashad jennings
allen robinson
brandon marshall
deandre hopkins
tyler eifert
cincinnati
131.75
100
russell wilson
david johnson
jeremy hill
tevin coleman
allen robinson
brandon marshall
steve smith
greg olsen
cincinnati
131.75
100
