1806.84 ms
demaryius thomas
125.8
100
ryan fitzpatrick
david johnson
thomas rawls
doug martin
amari cooper
steve smith
gary barnidge
tennessee
demaryius thomas
125.8
100
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
gary barnidge
tennessee
michael thomas
demaryius thomas
125.8
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
steve smith
travis kelce
cincinnati
demaryius thomas
125.75
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
rishard matthews
charles clay
tennessee
demaryius thomas
125.7
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
tyler boyd
tyler eifert
tennessee
demaryius thomas
125.7
100
blake bortles
david johnson
latavius murray
thomas rawls
steve smith
charles clay
tennessee
michael thomas
demaryius thomas
125.7
100
blake bortles
david johnson
thomas rawls
james starks
amari cooper
gary barnidge
tennessee
michael thomas
demaryius thomas
125.7
100
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
steve smith
tyler eifert
tennessee
michael thomas
demaryius thomas
125.7
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
rishard matthews
charles clay
tennessee
demaryius thomas
125.7
100
ryan fitzpatrick
david johnson
thomas rawls
rashad jennings
terrelle pryor
steve smith
travis kelce
tennessee
demaryius thomas
125.7
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
tyler boyd
tyler eifert
tennessee
demaryius thomas
125.7
100
blake bortles
david johnson
thomas rawls
rashad jennings
terrelle pryor
charles clay
new orleans
michael thomas
demaryius thomas
125.65
100
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
tyler boyd
gary barnidge
new orleans
demaryius thomas
125.65
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
tyler boyd
charles clay
tennessee
demaryius thomas
125.6
100
blake bortles
david johnson
thomas rawls
rashad jennings
terrelle pryor
charles clay
tennessee
michael thomas
demaryius thomas
125.6
99
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
charles clay
tennessee
michael thomas
demaryius thomas
125.6
100
blake bortles
david johnson
thomas rawls
carlos hyde
amari cooper
tyler boyd
charles clay
tennessee
demaryius thomas
125.6
100
blake bortles
david johnson
devonta freeman
thomas rawls
terrelle pryor
steve smith
charles clay
tennessee
demaryius thomas
125.6
100
ryan fitzpatrick
david johnson
thomas rawls
doug martin
amari cooper
steve smith
charles clay
tennessee
demaryius thomas
125.6
100
