2137.45 ms
mike wallace
greg olsen
green bay
131.4
99
russell wilson
david johnson
jeremy hill
carlos hyde
amari cooper
brandon marshall
mike wallace
gary barnidge
tennessee
131.4
100
russell wilson
david johnson
jeremy hill
carlos hyde
brandon marshall
mike wallace
tyler boyd
greg olsen
tennessee
131.4
100
russell wilson
david johnson
jeremy hill
carlos hyde
brandon marshall
mike wallace
tyler lockett
greg olsen
denver
131.4
100
russell wilson
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
mike wallace
travis kelce
cincinnati
131.35
100
russell wilson
david johnson
devonta freeman
jeremy hill
allen robinson
brandon marshall
mike wallace
charles clay
new orleans
131.35
100
russell wilson
david johnson
jeremy hill
thomas rawls
amari cooper
brandon marshall
mike wallace
charles clay
new orleans
131.35
99
russell wilson
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
gary barnidge
new orleans
131.35
99
