1781.82 ms
terrelle pryor
brandon marshall
zach ertz
tennessee
129.6
100
carson wentz
david johnson
jeremy hill
rashad jennings
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
129.6
100
tom brady
david johnson
jeremy hill
thomas rawls
terrelle pryor
brandon marshall
steve smith
zach ertz
cincinnati
129.55
100
cam newton
david johnson
jeremy hill
rashad jennings
allen robinson
terrelle pryor
brandon marshall
zach ertz
cincinnati
129.55
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
zach ertz
cincinnati
129.55
97
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
zach ertz
cincinnati
129.55
100
tom brady
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
tyler lockett
zach ertz
new orleans
129.55
99
marcus mariota
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
zach ertz
new orleans
129.55
100
blake bortles
david johnson
latavius murray
jeremy hill
allen robinson
terrelle pryor
brandon marshall
zach ertz
new orleans
129.55
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
amari cooper
allen robinson
brandon marshall
zach ertz
new orleans
129.55
99
jameis winston
david johnson
jeremy hill
devontae booker
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
129.5
100
jameis winston
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
zach ertz
denver
129.5
100
tom brady
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
tyler lockett
zach ertz
tennessee
129.5
98
russell wilson
david johnson
jeremy hill
carlos hyde
allen robinson
brandon marshall
steve smith
zach ertz
tennessee
129.5
100
marcus mariota
david johnson
jeremy hill
thomas rawls
allen robinson
brandon marshall
steve smith
zach ertz
tennessee
129.5
99
blake bortles
david johnson
latavius murray
jeremy hill
allen robinson
terrelle pryor
brandon marshall
zach ertz
tennessee
129.5
99
jameis winston
david johnson
jeremy hill
devontae booker
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
129.5
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
amari cooper
allen robinson
brandon marshall
zach ertz
tennessee
129.5
98
jameis winston
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
brandon marshall
zach ertz
denver
129.5
100
