347.301 ms
travis kelce
new orleans
129.05
100
blake bortles
david johnson
thomas rawls
amari cooper
allen robinson
terrelle pryor
brandon marshall
gary barnidge
tennessee
129
100
blake bortles
david johnson
thomas rawls
doug martin
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
129
98
blake bortles
david johnson
latavius murray
thomas rawls
allen robinson
brandon marshall
steve smith
travis kelce
tennessee
129
99
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
terrelle pryor
brandon marshall
travis kelce
cincinnati
128.95
100
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
terrelle pryor
brandon marshall
travis kelce
new orleans
128.95
99
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
allen robinson
brandon marshall
travis kelce
new orleans
128.95
100
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
new orleans
128.95
100
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
terrelle pryor
brandon marshall
travis kelce
cincinnati
128.95
100
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
new orleans
128.95
100
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
terrelle pryor
brandon marshall
travis kelce
tennessee
128.9
98
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
128.9
99
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
tennessee
128.9
99
blake bortles
david johnson
thomas rawls
carlos hyde
allen robinson
rishard matthews
brandon marshall
tyler eifert
tennessee
128.9
100
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
brandon marshall
steve smith
tyler eifert
denver
128.9
100
blake bortles
david johnson
carlos hyde
doug martin
amari cooper
allen robinson
brandon marshall
gary barnidge
tennessee
128.9
100
blake bortles
david johnson
devonta freeman
thomas rawls
allen robinson
brandon marshall
steve smith
tyler eifert
tennessee
128.9
99
blake bortles
david johnson
thomas rawls
rashad jennings
allen robinson
brandon marshall
steve smith
tyler eifert
denver
128.9
100
blake bortles
david johnson
thomas rawls
doug martin
amari cooper
allen robinson
brandon marshall
charles clay
new orleans
128.85
99
