2231.3 ms
thomas rawls
doug martin
steve smith
tyler lockett
tyler eifert
tennessee
michael thomas
127
100
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
tyler lockett
tyler eifert
tennessee
michael thomas
127
99
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
tyler boyd
tyler eifert
tennessee
michael thomas
127
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
gary barnidge
tennessee
michael thomas
127
99
blake bortles
david johnson
devonta freeman
thomas rawls
amari cooper
tyler lockett
tyler eifert
tennessee
michael thomas
127
99
blake bortles
david johnson
thomas rawls
rashad jennings
amari cooper
tyler lockett
tyler eifert
denver
michael thomas
127
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
tyler lockett
charles clay
san diego
michael thomas
126.95
100
ryan fitzpatrick
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
gary barnidge
new orleans
michael thomas
126.95
100
ryan fitzpatrick
david johnson
thomas rawls
carlos hyde
amari cooper
terrelle pryor
gary barnidge
tennessee
michael thomas
126.9
99
cam newton
david johnson
devonta freeman
thomas rawls
terrelle pryor
tyler lockett
travis kelce
tennessee
michael thomas
126.9
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
rishard matthews
travis kelce
tennessee
michael thomas
126.9
100
tom brady
david johnson
thomas rawls
rashad jennings
amari cooper
tyler lockett
gary barnidge
green bay
michael thomas
126.9
100
tom brady
david johnson
latavius murray
thomas rawls
terrelle pryor
tyler lockett
charles clay
cincinnati
michael thomas
126.85
100
cam newton
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
charles clay
cincinnati
michael thomas
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
tyler boyd
gary barnidge
cincinnati
michael thomas
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
terrelle pryor
steve smith
charles clay
new orleans
michael thomas
126.85
100
tom brady
david johnson
thomas rawls
tevin coleman
amari cooper
tyler lockett
gary barnidge
new orleans
michael thomas
126.85
98
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
terrelle pryor
tyler eifert
new orleans
michael thomas
126.85
100
