24689.2 ms
allen robinson
brandon marshall
travis kelce
new orleans
128.35
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
deandre hopkins
tyler eifert
new orleans
128.35
99
tom brady
jeremy hill
carlos hyde
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
new orleans
128.35
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
brandon marshall
travis kelce
san diego
128.35
99
tom brady
latavius murray
jeremy hill
thomas rawls
allen robinson
brandon marshall
tyler eifert
denver
michael thomas
128.3
100
tom brady
latavius murray
jeremy hill
devontae booker
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
128.3
100
aaron rodgers
latavius murray
jeremy hill
thomas rawls
amari cooper
allen robinson
brandon marshall
travis kelce
tennessee
128.3
99
tom brady
devonta freeman
jeremy hill
amari cooper
allen robinson
brandon marshall
deandre hopkins
tyler eifert
tennessee
128.3
100
tom brady
jeremy hill
thomas rawls
rashad jennings
amari cooper
allen robinson
deandre hopkins
tyler eifert
tennessee
128.3
98
tom brady
jeremy hill
carlos hyde
rashad jennings
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
128.3
99
