387.05 ms
blake bortles
david johnson
jeremy hill
rashad jennings
amari cooper
allen robinson
brandon marshall
travis kelce
cincinnati
131.55
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
terrelle pryor
brandon marshall
greg olsen
green bay
131.5
100
blake bortles
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
new orleans
131.45
98
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
terrelle pryor
brandon marshall
greg olsen
cincinnati
131.45
99
blake bortles
david johnson
jeremy hill
dion lewis
amari cooper
allen robinson
brandon marshall
greg olsen
cincinnati
131.45
100
blake bortles
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
new orleans
131.45
98
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
terrelle pryor
gary barnidge
tennessee
131.4
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
tyler boyd
greg olsen
tennessee
131.4
100
blake bortles
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
131.4
97
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
tyler lockett
greg olsen
denver
131.4
100
blake bortles
david johnson
jeremy hill
thomas rawls
amari cooper
allen robinson
terrelle pryor
gary barnidge
tennessee
131.4
100
blake bortles
david johnson
jeremy hill
devontae booker
amari cooper
allen robinson
tyler lockett
greg olsen
tennessee
131.4
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
tyler boyd
greg olsen
tennessee
131.4
100
blake bortles
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
131.4
97
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
terrelle pryor
tyler lockett
greg olsen
denver
131.4
100
blake bortles
david johnson
jeremy hill
rashad jennings
amari cooper
allen robinson
tyler lockett
greg olsen
cincinnati
131.35
100
blake bortles
david johnson
latavius murray
jeremy hill
allen robinson
brandon marshall
tyler lockett
greg olsen
san diego
131.35
99
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
brandon marshall
steve smith
greg olsen
san diego
131.35
100
