71370.8 ms
allen robinson
deandre hopkins
mike wallace
greg olsen
cincinnati
131.95
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
travis kelce
tennessee
131.9
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
jarvis landry
greg olsen
tennessee
131.9
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
rishard matthews
deandre hopkins
mike wallace
greg olsen
tennessee
131.9
100
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
gary barnidge
tennessee
131.9
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
jarvis landry
greg olsen
tennessee
131.9
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
rishard matthews
deandre hopkins
mike wallace
greg olsen
tennessee
131.9
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
kelvin benjamin
mike wallace
greg olsen
tennessee
131.9
100
tom brady
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
131.85
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
kelvin benjamin
deandre hopkins
greg olsen
cincinnati
131.85
100
ryan fitzpatrick
david johnson
jeremy hill
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
cincinnati
131.85
100
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
greg olsen
new orleans
131.85
99
blake bortles
david johnson
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
131.85
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
san diego
131.85
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
kelvin benjamin
deandre hopkins
greg olsen
cincinnati
131.85
100
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
greg olsen
new orleans
131.85
99
blake bortles
david johnson
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
131.85
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
greg olsen
green bay
131.8
99
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
greg olsen
tennessee
131.8
98
cam newton
david johnson
jeremy hill
tevin coleman
terrelle pryor
deandre hopkins
mike wallace
greg olsen
tennessee
131.8
100
blake bortles
david johnson
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.8
99
blake bortles
david johnson
jeremy hill
tevin coleman
allen robinson
deandre hopkins
mike wallace
greg olsen
denver
131.8
99
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
greg olsen
tennessee
131.8
98
blake bortles
david johnson
jeremy hill
isaiah crowell
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.8
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
gary barnidge
new orleans
131.75
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
tyler eifert
new orleans
131.75
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
tyler boyd
greg olsen
new orleans
131.75
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
greg olsen
cincinnati
131.75
98
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
amari cooper
deandre hopkins
mike wallace
greg olsen
cincinnati
131.75
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
gary barnidge
new orleans
131.75
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
tyler eifert
new orleans
131.75
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
tyler boyd
greg olsen
new orleans
131.75
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
steve smith
greg olsen
new orleans
131.75
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
gary barnidge
tennessee
131.7
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
tyler eifert
tennessee
131.7
98
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
tyler eifert
tennessee
131.7
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
tyler boyd
greg olsen
tennessee
131.7
99
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
steve smith
charles clay
tennessee
131.7
100
tom brady
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
mike wallace
gary barnidge
tennessee
131.7
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
gary barnidge
tennessee
131.7
99
cam newton
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
travis kelce
tennessee
131.7
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
mike wallace
travis kelce
tennessee
131.7
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
tyler eifert
tennessee
131.7
98
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
tyler eifert
tennessee
131.7
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
tyler boyd
greg olsen
tennessee
131.7
99
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
jarvis landry
steve smith
greg olsen
tennessee
131.7
100
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
steve smith
greg olsen
tennessee
131.7
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
steve smith
greg olsen
tennessee
131.7
99
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
mike wallace
jarvis landry
greg olsen
tennessee
131.7
100
tom brady
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
charles clay
cincinnati
131.65
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
jarvis landry
greg olsen
cincinnati
131.65
100
blake bortles
david johnson
devonta freeman
jeremy hill
rishard matthews
deandre hopkins
mike wallace
greg olsen
cincinnati
131.65
100
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
131.65
99
carson wentz
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
131.65
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
travis kelce
san diego
131.65
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
jarvis landry
greg olsen
cincinnati
131.65
100
blake bortles
david johnson
devonta freeman
jeremy hill
rishard matthews
deandre hopkins
mike wallace
greg olsen
cincinnati
131.65
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
kelvin benjamin
mike wallace
greg olsen
cincinnati
131.65
100
ryan fitzpatrick
david johnson
jeremy hill
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
cincinnati
131.65
100
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
131.65
99
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
travis kelce
san diego
131.65
100
aaron rodgers
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
gary barnidge
tennessee
131.6
100
tom brady
david johnson
jeremy hill
tevin coleman
amari cooper
deandre hopkins
mike wallace
gary barnidge
tennessee
131.6
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
jarvis landry
tyler eifert
tennessee
131.6
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
deandre hopkins
steve smith
greg olsen
tennessee
131.6
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
kenny britt
greg olsen
tennessee
131.6
100
carson wentz
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
greg olsen
tennessee
131.6
100
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
98
carson wentz
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
100
carson wentz
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
99
ryan fitzpatrick
david johnson
jeremy hill
devontae booker
amari cooper
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
travis kelce
denver
131.6
100
tom brady
david johnson
jeremy hill
tevin coleman
deandre hopkins
mike wallace
tyler boyd
greg olsen
tennessee
131.6
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
deandre hopkins
steve smith
greg olsen
tennessee
131.6
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
kenny britt
greg olsen
tennessee
131.6
100
blake bortles
david johnson
jeremy hill
allen robinson
deandre hopkins
mike wallace
jarvis landry
greg olsen
tennessee
131.6
100
carson wentz
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
greg olsen
tennessee
131.6
100
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
98
carson wentz
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
100
carson wentz
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
99
ryan fitzpatrick
david johnson
jeremy hill
devontae booker
amari cooper
deandre hopkins
mike wallace
greg olsen
tennessee
131.6
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
charles clay
new orleans
131.55
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
deandre hopkins
mike wallace
travis kelce
cincinnati
131.55
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
terrelle pryor
deandre hopkins
greg olsen
cincinnati
131.55
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
charles clay
new orleans
131.55
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
mike wallace
gary barnidge
new orleans
131.55
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
tyler boyd
greg olsen
new orleans
131.55
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
mike wallace
steve smith
greg olsen
new orleans
131.55
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
greg olsen
new orleans
131.55
99
cam newton
david johnson
jeremy hill
tevin coleman
kelvin benjamin
deandre hopkins
mike wallace
greg olsen
new orleans
131.55
100
ryan fitzpatrick
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
131.55
99
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
131.55
98
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
deandre hopkins
mike wallace
greg olsen
new orleans
131.55
99
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
mike wallace
steve smith
greg olsen
new orleans
131.55
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
charles clay
tennessee
131.5
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
tyler eifert
tennessee
131.5
100
tom brady
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
mike wallace
charles clay
tennessee
131.5
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
charles clay
tennessee
131.5
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
mike wallace
gary barnidge
tennessee
131.5
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
tyler eifert
tennessee
131.5
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
tyler boyd
greg olsen
tennessee
131.5
99
blake bortles
david johnson
devonta freeman
jeremy hill
mike wallace
jarvis landry
steve smith
greg olsen
tennessee
131.5
100
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
mike wallace
steve smith
greg olsen
tennessee
131.5
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
mike wallace
steve smith
greg olsen
tennessee
131.5
99
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
greg olsen
tennessee
131.5
98
blake bortles
david johnson
jeremy hill
devontae booker
allen robinson
deandre hopkins
jarvis landry
greg olsen
tennessee
131.5
100
cam newton
david johnson
jeremy hill
tevin coleman
kelvin benjamin
deandre hopkins
mike wallace
greg olsen
tennessee
131.5
99
ryan fitzpatrick
david johnson
jeremy hill
allen robinson
terrelle pryor
deandre hopkins
mike wallace
greg olsen
tennessee
131.5
100
ryan fitzpatrick
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.5
98
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
131.5
97
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
deandre hopkins
mike wallace
greg olsen
tennessee
131.5
98
blake bortles
david johnson
jeremy hill
doug martin
allen robinson
mike wallace
steve smith
greg olsen
tennessee
131.5
100
blake bortles
david johnson
jeremy hill
thomas rawls
allen robinson
mike wallace
steve smith
greg olsen
tennessee
131.5
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
gary barnidge
cincinnati
131.45
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
tyler eifert
cincinnati
131.45
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
tyler boyd
greg olsen
cincinnati
131.45
99
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
jarvis landry
greg olsen
new orleans
131.45
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
kelvin benjamin
deandre hopkins
gary barnidge
cincinnati
131.45
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
deandre hopkins
gary barnidge
cincinnati
131.45
99
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
tyler eifert
cincinnati
131.45
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
tyler boyd
greg olsen
cincinnati
131.45
99
cam newton
david johnson
jeremy hill
tevin coleman
allen robinson
deandre hopkins
steve smith
greg olsen
cincinnati
131.45
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
mike wallace
jarvis landry
greg olsen
cincinnati
131.45
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
kelvin benjamin
deandre hopkins
greg olsen
cincinnati
131.45
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
jarvis landry
greg olsen
new orleans
131.45
100
blake bortles
david johnson
jeremy hill
carlos hyde
terrelle pryor
deandre hopkins
mike wallace
greg olsen
new orleans
131.45
100
aaron rodgers
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
mike wallace
charles clay
tennessee
131.4
100
tom brady
david johnson
jeremy hill
tevin coleman
amari cooper
deandre hopkins
mike wallace
charles clay
tennessee
131.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
jarvis landry
tyler eifert
tennessee
131.4
100
ryan fitzpatrick
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
jarvis landry
greg olsen
tennessee
131.4
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
jarvis landry
greg olsen
tennessee
131.4
99
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
deandre hopkins
jarvis landry
greg olsen
tennessee
131.4
100
ryan fitzpatrick
david johnson
jeremy hill
devontae booker
allen robinson
terrelle pryor
deandre hopkins
greg olsen
tennessee
131.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
gary barnidge
denver
131.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
tyler boyd
greg olsen
denver
131.4
100
blake bortles
david johnson
jeremy hill
james starks
allen robinson
deandre hopkins
mike wallace
greg olsen
denver
131.4
100
tom brady
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
deandre hopkins
gary barnidge
tennessee
131.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
mike wallace
jarvis landry
tyler eifert
tennessee
131.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
kenny britt
steve smith
greg olsen
tennessee
131.4
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
terrelle pryor
mike wallace
steve smith
greg olsen
tennessee
131.4
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
mike wallace
kenny britt
greg olsen
tennessee
131.4
100
ryan fitzpatrick
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
jarvis landry
greg olsen
tennessee
131.4
100
ryan fitzpatrick
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
jarvis landry
greg olsen
tennessee
131.4
99
blake bortles
david johnson
jeremy hill
tevin coleman
amari cooper
deandre hopkins
jarvis landry
greg olsen
tennessee
131.4
100
blake bortles
david johnson
jeremy hill
carlos hyde
terrelle pryor
deandre hopkins
mike wallace
greg olsen
tennessee
131.4
99
ryan fitzpatrick
david johnson
jeremy hill
devontae booker
allen robinson
terrelle pryor
deandre hopkins
greg olsen
tennessee
131.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
gary barnidge
denver
131.4
100
blake bortles
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
tyler boyd
greg olsen
denver
131.4
100
blake bortles
david johnson
jeremy hill
james starks
allen robinson
deandre hopkins
mike wallace
greg olsen
denver
131.4
100
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
gary barnidge
cincinnati
131.35
100
tom brady
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
131.35
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
131.35
99
blake bortles
david johnson
devonta freeman
jeremy hill
terrelle pryor
deandre hopkins
steve smith
greg olsen
cincinnati
131.35
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
kenny britt
greg olsen
cincinnati
131.35
100
blake bortles
david johnson
jeremy hill
devontae booker
amari cooper
deandre hopkins
mike wallace
greg olsen
cincinnati
131.35
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
terrelle pryor
mike wallace
greg olsen
cincinnati
131.35
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
allen robinson
mike wallace
charles clay
new orleans
131.35
100
cam newton
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
steve smith
gary barnidge
new orleans
131.35
100
blake bortles
david johnson
devonta freeman
jeremy hill
allen robinson
deandre hopkins
mike wallace
travis kelce
new orleans
131.35
98
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
amari cooper
deandre hopkins
mike wallace
travis kelce
new orleans
131.35
100
ryan fitzpatrick
david johnson
devonta freeman
jeremy hill
kelvin benjamin
deandre hopkins
steve smith
greg olsen
new orleans
131.35
100
ryan fitzpatrick
david johnson
jeremy hill
carlos hyde
allen robinson
deandre hopkins
steve smith
greg olsen
new orleans
131.35
100
blake bortles
david johnson
jeremy hill
tevin coleman
allen robinson
terrelle pryor
deandre hopkins
greg olsen
new orleans
131.35
99
tom brady
david johnson
devonta freeman
jeremy hill
deandre hopkins
mike wallace
jarvis landry
gary barnidge
cincinnati
131.35
100
tom brady
david johnson
jeremy hill
doug martin
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
131.35
100
tom brady
david johnson
jeremy hill
thomas rawls
allen robinson
deandre hopkins
mike wallace
gary barnidge
cincinnati
131.35
99
cam newton
david johnson
jeremy hill
rashad jennings
deandre hopkins
mike wallace
steve smith
greg olsen
cincinnati
131.35
100
blake bortles
david johnson
devonta freeman
jeremy hill
terrelle pryor
deandre hopkins
steve smith
greg olsen
cincinnati
131.35
100
blake bortles
david johnson
jeremy hill
rashad jennings
allen robinson
deandre hopkins
kenny britt
greg olsen
cincinnati
131.35
100
ryan fitzpatrick
david johnson
jeremy hill
rashad jennings
allen robinson
terrelle pryor
mike wallace
greg olsen
cincinnati
131.35
100
