14088.2 ms
david johnson
carlos hyde
tevin coleman
amari cooper
allen robinson
kelvin benjamin
travis kelce
cincinnati
126.95
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
cincinnati
126.95
100
ryan fitzpatrick
david johnson
carlos hyde
rashad jennings
amari cooper
allen robinson
steve smith
charles clay
new orleans
126.95
100
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
allen robinson
terrelle pryor
charles clay
new orleans
126.95
99
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
jarvis landry
travis kelce
new orleans
126.95
100
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
allen robinson
kelvin benjamin
charles clay
san diego
126.95
100
blake bortles
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
gary barnidge
san diego
126.95
100
tom brady
david johnson
thomas rawls
tevin coleman
allen robinson
terrelle pryor
steve smith
charles clay
cincinnati
126.95
100
blake bortles
david johnson
carlos hyde
thomas rawls
amari cooper
allen robinson
jarvis landry
charles clay
cincinnati
126.95
100
blake bortles
david johnson
thomas rawls
doug martin
amari cooper
allen robinson
kelvin benjamin
charles clay
cincinnati
126.95
100
cam newton
david johnson
rashad jennings
thomas rawls
allen robinson
kelvin benjamin
jarvis landry
gary barnidge
cincinnati
126.95
100
blake bortles
david johnson
rashad jennings
doug martin
amari cooper
allen robinson
jarvis landry
gary barnidge
cincinnati
126.95
100
blake bortles
david johnson
rashad jennings
thomas rawls
amari cooper
allen robinson
jarvis landry
gary barnidge
cincinnati
126.95
99
blake bortles
david johnson
rashad jennings
devontae booker
amari cooper
allen robinson
terrelle pryor
gary barnidge
cincinnati
126.95
100
ryan fitzpatrick
david johnson
carlos hyde
tevin coleman
amari cooper
allen robinson
kelvin benjamin
travis kelce
cincinnati
126.95
100
blake bortles
david johnson
carlos hyde
tevin coleman
amari cooper
allen robinson
steve smith
tyler eifert
cincinnati
126.95
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
tyler eifert
cincinnati
126.95
100
ryan fitzpatrick
david johnson
carlos hyde
rashad jennings
amari cooper
allen robinson
steve smith
charles clay
new orleans
126.95
100
cam newton
david johnson
rashad jennings
tevin coleman
allen robinson
terrelle pryor
kelvin benjamin
charles clay
new orleans
126.95
100
tom brady
david johnson
rashad jennings
tevin coleman
allen robinson
kelvin benjamin
tyler boyd
gary barnidge
new orleans
126.95
100
ryan fitzpatrick
david johnson
rashad jennings
devontae booker
amari cooper
allen robinson
kelvin benjamin
gary barnidge
new orleans
126.95
100
blake bortles
david johnson
rashad jennings
thomas rawls
allen robinson
terrelle pryor
steve smith
travis kelce
new orleans
126.95
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
jarvis landry
travis kelce
new orleans
126.95
100
tom brady
david johnson
thomas rawls
tevin coleman
allen robinson
terrelle pryor
steve smith
charles clay
cincinnati
126.95
100
cam newton
david johnson
rashad jennings
thomas rawls
allen robinson
kelvin benjamin
jarvis landry
gary barnidge
cincinnati
126.95
100
ryan fitzpatrick
david johnson
carlos hyde
tevin coleman
amari cooper
allen robinson
kelvin benjamin
travis kelce
cincinnati
126.95
100
tom brady
david johnson
rashad jennings
tevin coleman
allen robinson
kelvin benjamin
tyler boyd
gary barnidge
new orleans
126.95
100
cam newton
david johnson
devontae booker
tevin coleman
amari cooper
allen robinson
steve smith
charles clay
tennessee
126.9
100
ryan fitzpatrick
david johnson
carlos hyde
rashad jennings
amari cooper
allen robinson
steve smith
charles clay
tennessee
126.9
99
ryan fitzpatrick
david johnson
carlos hyde
devontae booker
amari cooper
allen robinson
kelvin benjamin
charles clay
tennessee
126.9
100
ryan fitzpatrick
david johnson
rashad jennings
isaiah crowell
amari cooper
allen robinson
kelvin benjamin
charles clay
tennessee
126.9
100
blake bortles
david johnson
rashad jennings
tevin coleman
amari cooper
allen robinson
terrelle pryor
charles clay
tennessee
126.9
98
ryan fitzpatrick
david johnson
thomas rawls
isaiah crowell
amari cooper
allen robinson
terrelle pryor
gary barnidge
tennessee
126.9
100
ryan fitzpatrick
david johnson
doug martin
tevin coleman
amari cooper
allen robinson
jarvis landry
travis kelce
tennessee
126.9
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
jarvis landry
travis kelce
tennessee
126.9
99
ryan fitzpatrick
david johnson
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
126.9
100
tom brady
david johnson
carlos hyde
tevin coleman
allen robinson
kelvin benjamin
tyler boyd
charles clay
tennessee
126.9
100
aaron rodgers
david johnson
rashad jennings
tevin coleman
allen robinson
kelvin benjamin
steve smith
charles clay
tennessee
126.9
100
ryan fitzpatrick
david johnson
carlos hyde
rashad jennings
amari cooper
allen robinson
steve smith
charles clay
tennessee
126.9
99
cam newton
david johnson
rashad jennings
tevin coleman
allen robinson
terrelle pryor
kelvin benjamin
charles clay
tennessee
126.9
99
blake bortles
david johnson
rashad jennings
thomas rawls
amari cooper
terrelle pryor
kelvin benjamin
charles clay
tennessee
126.9
100
ryan fitzpatrick
david johnson
carlos hyde
devontae booker
amari cooper
allen robinson
kelvin benjamin
charles clay
tennessee
126.9
100
ryan fitzpatrick
david johnson
rashad jennings
isaiah crowell
amari cooper
allen robinson
kelvin benjamin
charles clay
tennessee
126.9
100
tom brady
david johnson
rashad jennings
tevin coleman
allen robinson
kelvin benjamin
tyler boyd
gary barnidge
tennessee
126.9
99
aaron rodgers
david johnson
thomas rawls
tevin coleman
allen robinson
terrelle pryor
steve smith
gary barnidge
tennessee
126.9
100
blake bortles
david johnson
carlos hyde
isaiah crowell
amari cooper
allen robinson
steve smith
gary barnidge
tennessee
126.9
100
ryan fitzpatrick
david johnson
rashad jennings
devontae booker
amari cooper
allen robinson
kelvin benjamin
gary barnidge
tennessee
126.9
99
blake bortles
david johnson
carlos hyde
james starks
amari cooper
allen robinson
terrelle pryor
gary barnidge
tennessee
126.9
100
ryan fitzpatrick
david johnson
thomas rawls
isaiah crowell
amari cooper
allen robinson
terrelle pryor
gary barnidge
tennessee
126.9
100
blake bortles
david johnson
rashad jennings
doug martin
allen robinson
terrelle pryor
steve smith
travis kelce
tennessee
126.9
100
blake bortles
david johnson
rashad jennings
thomas rawls
allen robinson
terrelle pryor
steve smith
travis kelce
tennessee
126.9
99
blake bortles
david johnson
thomas rawls
doug martin
allen robinson
kelvin benjamin
jarvis landry
travis kelce
tennessee
126.9
100
ryan fitzpatrick
david johnson
doug martin
tevin coleman
amari cooper
allen robinson
jarvis landry
travis kelce
tennessee
126.9
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
jarvis landry
travis kelce
tennessee
126.9
99
blake bortles
david johnson
thomas rawls
devontae booker
allen robinson
terrelle pryor
kelvin benjamin
travis kelce
tennessee
126.9
100
ryan fitzpatrick
david johnson
devontae booker
tevin coleman
amari cooper
allen robinson
terrelle pryor
travis kelce
tennessee
126.9
100
cam newton
david johnson
thomas rawls
tevin coleman
allen robinson
jarvis landry
steve smith
tyler eifert
tennessee
126.9
100
ryan fitzpatrick
david johnson
carlos hyde
rashad jennings
allen robinson
terrelle pryor
steve smith
tyler eifert
tennessee
126.9
100
ryan fitzpatrick
david johnson
carlos hyde
thomas rawls
allen robinson
kelvin benjamin
jarvis landry
tyler eifert
tennessee
126.9
100
ryan fitzpatrick
david johnson
rashad jennings
tevin coleman
amari cooper
allen robinson
kelvin benjamin
charles clay
denver
126.9
100
ryan fitzpatrick
david johnson
thomas rawls
tevin coleman
amari cooper
allen robinson
terrelle pryor
gary barnidge
denver
126.9
100
tom brady
david johnson
carlos hyde
tevin coleman
allen robinson
kelvin benjamin
tyler boyd
charles clay
tennessee
126.9
100
aaron rodgers
david johnson
rashad jennings
tevin coleman
allen robinson
kelvin benjamin
steve smith
charles clay
tennessee
126.9
100
tom brady
david johnson
rashad jennings
tevin coleman
allen robinson
kelvin benjamin
tyler boyd
gary barnidge
tennessee
126.9
99
