24548.8 ms
brandon marshall
deandre hopkins
mike wallace
greg olsen
new orleans
126.15
100
tom brady
rashad jennings
thomas rawls
amari cooper
brandon marshall
deandre hopkins
mike wallace
greg olsen
new orleans
126.15
99
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
126.15
100
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
126.15
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
126.15
100
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
126.15
100
tom brady
rashad jennings
doug martin
amari cooper
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
126.1
99
tom brady
rashad jennings
thomas rawls
amari cooper
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
126.1
98
tom brady
rashad jennings
devontae booker
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
tennessee
126.1
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
126.1
99
cam newton
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
deandre hopkins
greg olsen
tennessee
126.1
100
tom brady
doug martin
isaiah crowell
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
126.1
100
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
126.1
99
tom brady
rashad jennings
james starks
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
126.1
100
tom brady
rashad jennings
devontae booker
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
tennessee
126.1
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
126.1
99
tom brady
doug martin
isaiah crowell
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
126.1
100
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
126.1
99
tom brady
rashad jennings
doug martin
devontae booker
allen robinson
brandon marshall
mike wallace
greg olsen
denver
126.1
100
tom brady
rashad jennings
thomas rawls
devontae booker
allen robinson
brandon marshall
mike wallace
greg olsen
denver
126.1
99
tom brady
thomas rawls
devontae booker
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
126.05
100
tom brady
demarco murray
thomas rawls
tevin coleman
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
126.05
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
cincinnati
126.05
99
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
cincinnati
126.05
98
tom brady
rashad jennings
doug martin
devontae booker
amari cooper
brandon marshall
deandre hopkins
greg olsen
new orleans
126.05
100
tom brady
rashad jennings
thomas rawls
devontae booker
amari cooper
brandon marshall
deandre hopkins
greg olsen
new orleans
126.05
99
tom brady
thomas rawls
devontae booker
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
126.05
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
cincinnati
126.05
99
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
cincinnati
126.05
98
tom brady
doug martin
tevin coleman
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
126.05
100
tom brady
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
126.05
99
tom brady
rashad jennings
thomas rawls
isaiah crowell
amari cooper
brandon marshall
mike wallace
greg olsen
new orleans
126.05
100
tom brady
rashad jennings
thomas rawls
doug martin
allen robinson
brandon marshall
mike wallace
greg olsen
san diego
126.05
99
tom brady
rashad jennings
thomas rawls
amari cooper
brandon marshall
deandre hopkins
jarvis landry
greg olsen
tennessee
126
100
tom brady
rashad jennings
doug martin
devontae booker
amari cooper
brandon marshall
deandre hopkins
greg olsen
tennessee
126
99
tom brady
rashad jennings
thomas rawls
devontae booker
amari cooper
brandon marshall
deandre hopkins
greg olsen
tennessee
126
98
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
tennessee
126
100
tom brady
rashad jennings
devontae booker
james starks
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
126
100
tom brady
rashad jennings
thomas rawls
amari cooper
brandon marshall
deandre hopkins
jarvis landry
greg olsen
tennessee
126
100
tom brady
doug martin
tevin coleman
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
126
99
tom brady
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
126
98
tom brady
rashad jennings
doug martin
isaiah crowell
amari cooper
brandon marshall
mike wallace
greg olsen
tennessee
126
100
tom brady
rashad jennings
thomas rawls
isaiah crowell
amari cooper
brandon marshall
mike wallace
greg olsen
tennessee
126
99
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
tennessee
126
100
tom brady
rashad jennings
thomas rawls
doug martin
allen robinson
rishard matthews
brandon marshall
greg olsen
tennessee
126
100
tom brady
rashad jennings
devontae booker
james starks
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
126
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
brandon marshall
mike wallace
greg olsen
denver
126
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
brandon marshall
mike wallace
greg olsen
denver
126
99
tom brady
thomas rawls
doug martin
isaiah crowell
allen robinson
brandon marshall
deandre hopkins
greg olsen
denver
126
100
tom brady
rashad jennings
thomas rawls
devontae booker
allen robinson
deandre hopkins
mike wallace
greg olsen
denver
126
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
brandon marshall
mike wallace
greg olsen
denver
126
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
brandon marshall
mike wallace
greg olsen
denver
126
99
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
cincinnati
125.95
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
cincinnati
125.95
99
tom brady
doug martin
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
125.95
100
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
125.95
99
tom brady
demarco murray
rashad jennings
thomas rawls
brandon marshall
deandre hopkins
mike wallace
greg olsen
cincinnati
125.95
100
aaron rodgers
rashad jennings
thomas rawls
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
cincinnati
125.95
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
cincinnati
125.95
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
cincinnati
125.95
99
tom brady
thomas rawls
tevin coleman
amari cooper
allen robinson
deandre hopkins
mike wallace
greg olsen
new orleans
125.95
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
125.95
100
tom brady
rashad jennings
doug martin
allen robinson
terrelle pryor
brandon marshall
deandre hopkins
greg olsen
new orleans
125.95
100
tom brady
rashad jennings
thomas rawls
allen robinson
terrelle pryor
brandon marshall
deandre hopkins
greg olsen
new orleans
125.95
99
tom brady
rashad jennings
thomas rawls
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
125.95
97
tom brady
doug martin
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
125.95
100
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
125.95
99
tom brady
rashad jennings
thomas rawls
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
san diego
125.95
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
mike wallace
greg olsen
new orleans
125.95
100
tom brady
doug martin
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
125.9
99
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
125.9
98
tom brady
rashad jennings
thomas rawls
doug martin
amari cooper
brandon marshall
steve smith
greg olsen
tennessee
125.9
100
tom brady
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
jarvis landry
greg olsen
tennessee
125.9
100
tom brady
melvin gordon
rashad jennings
tevin coleman
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
125.9
100
tom brady
doug martin
tevin coleman
amari cooper
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
125.9
100
tom brady
thomas rawls
tevin coleman
amari cooper
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
125.9
99
tom brady
rashad jennings
thomas rawls
isaiah crowell
amari cooper
deandre hopkins
mike wallace
greg olsen
tennessee
125.9
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
125.9
99
cam newton
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
mike wallace
greg olsen
tennessee
125.9
100
tom brady
rashad jennings
doug martin
allen robinson
terrelle pryor
brandon marshall
deandre hopkins
greg olsen
tennessee
125.9
99
tom brady
rashad jennings
thomas rawls
allen robinson
terrelle pryor
brandon marshall
deandre hopkins
greg olsen
tennessee
125.9
98
tom brady
rashad jennings
thomas rawls
doug martin
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
125.9
96
tom brady
doug martin
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
125.9
99
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
125.9
98
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
deandre hopkins
mike wallace
greg olsen
denver
125.9
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
brandon marshall
mike wallace
greg olsen
tennessee
125.9
99
tom brady
thomas rawls
doug martin
allen robinson
brandon marshall
deandre hopkins
mike wallace
greg olsen
denver
125.9
99
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
deandre hopkins
mike wallace
greg olsen
denver
125.9
100
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
new orleans
125.85
100
cam newton
rashad jennings
thomas rawls
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
san diego
125.85
100
tom brady
thomas rawls
devontae booker
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
cincinnati
125.85
100
tom brady
demarco murray
thomas rawls
tevin coleman
allen robinson
brandon marshall
mike wallace
greg olsen
cincinnati
125.85
100
tom brady
rashad jennings
doug martin
devontae booker
amari cooper
brandon marshall
mike wallace
greg olsen
new orleans
125.85
100
tom brady
rashad jennings
thomas rawls
devontae booker
amari cooper
brandon marshall
mike wallace
greg olsen
new orleans
125.85
99
tom brady
thomas rawls
james starks
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
125.85
100
tom brady
todd gurley
rashad jennings
isaiah crowell
allen robinson
brandon marshall
deandre hopkins
greg olsen
new orleans
125.85
100
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
new orleans
125.85
100
tom brady
rashad jennings
thomas rawls
isaiah crowell
allen robinson
terrelle pryor
brandon marshall
greg olsen
new orleans
125.85
100
aaron rodgers
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
125.85
100
aaron rodgers
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
new orleans
125.85
99
tom brady
thomas rawls
devontae booker
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
cincinnati
125.85
100
tom brady
demarco murray
thomas rawls
tevin coleman
allen robinson
brandon marshall
mike wallace
greg olsen
cincinnati
125.85
100
tom brady
rashad jennings
thomas rawls
doug martin
amari cooper
allen robinson
brandon marshall
tyler eifert
tennessee
125.8
100
aaron rodgers
demarco murray
thomas rawls
tevin coleman
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
125.8
100
tom brady
doug martin
devontae booker
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
tennessee
125.8
100
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
tennessee
125.8
99
tom brady
rashad jennings
thomas rawls
amari cooper
brandon marshall
mike wallace
jarvis landry
greg olsen
tennessee
125.8
100
cam newton
demarco murray
rashad jennings
allen robinson
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
125.8
100
tom brady
demarco murray
thomas rawls
devontae booker
brandon marshall
deandre hopkins
mike wallace
greg olsen
tennessee
125.8
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
125.8
100
tom brady
rashad jennings
doug martin
devontae booker
amari cooper
brandon marshall
mike wallace
greg olsen
tennessee
125.8
99
tom brady
rashad jennings
thomas rawls
devontae booker
amari cooper
brandon marshall
mike wallace
greg olsen
tennessee
125.8
98
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
tennessee
125.8
100
tom brady
doug martin
james starks
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
125.8
100
tom brady
thomas rawls
james starks
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
125.8
99
aaron rodgers
thomas rawls
devontae booker
amari cooper
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
125.8
100
aaron rodgers
demarco murray
thomas rawls
tevin coleman
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
125.8
100
tom brady
todd gurley
rashad jennings
isaiah crowell
allen robinson
brandon marshall
deandre hopkins
greg olsen
tennessee
125.8
99
tom brady
doug martin
devontae booker
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
tennessee
125.8
100
tom brady
thomas rawls
devontae booker
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
tennessee
125.8
99
tom brady
rashad jennings
doug martin
isaiah crowell
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
125.8
100
tom brady
rashad jennings
thomas rawls
isaiah crowell
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
125.8
99
aaron rodgers
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
125.8
99
aaron rodgers
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
brandon marshall
greg olsen
tennessee
125.8
98
tom brady
todd gurley
rashad jennings
tevin coleman
allen robinson
brandon marshall
deandre hopkins
greg olsen
denver
125.8
99
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
brandon marshall
deandre hopkins
greg olsen
denver
125.8
100
tom brady
rashad jennings
thomas rawls
amari cooper
brandon marshall
mike wallace
jarvis landry
greg olsen
tennessee
125.8
100
tom brady
todd gurley
thomas rawls
doug martin
allen robinson
deandre hopkins
mike wallace
greg olsen
tennessee
125.8
100
tom brady
thomas rawls
isaiah crowell
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
tennessee
125.8
100
tom brady
rashad jennings
doug martin
isaiah crowell
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
125.8
100
tom brady
rashad jennings
thomas rawls
isaiah crowell
allen robinson
terrelle pryor
brandon marshall
greg olsen
tennessee
125.8
99
tom brady
thomas rawls
doug martin
isaiah crowell
allen robinson
brandon marshall
mike wallace
greg olsen
denver
125.8
100
tom brady
todd gurley
rashad jennings
tevin coleman
allen robinson
brandon marshall
deandre hopkins
greg olsen
denver
125.8
99
tom brady
thomas rawls
doug martin
devontae booker
allen robinson
brandon marshall
deandre hopkins
greg olsen
denver
125.8
99
tom brady
rashad jennings
thomas rawls
james starks
amari cooper
brandon marshall
deandre hopkins
greg olsen
denver
125.8
100
tom brady
rashad jennings
doug martin
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
denver
125.8
100
tom brady
rashad jennings
thomas rawls
tevin coleman
allen robinson
terrelle pryor
brandon marshall
greg olsen
denver
125.8
99
tom brady
thomas rawls
doug martin
isaiah crowell
allen robinson
brandon marshall
mike wallace
greg olsen
denver
125.8
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
cincinnati
125.75
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
cincinnati
125.75
99
tom brady
todd gurley
rashad jennings
allen robinson
brandon marshall
deandre hopkins
mike wallace
greg olsen
new orleans
125.75
99
tom brady
rashad jennings
thomas rawls
devontae booker
amari cooper
deandre hopkins
mike wallace
greg olsen
new orleans
125.75
100
tom brady
thomas rawls
doug martin
isaiah crowell
amari cooper
brandon marshall
deandre hopkins
greg olsen
new orleans
125.75
100
aaron rodgers
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
deandre hopkins
greg olsen
new orleans
125.75
100
aaron rodgers
rashad jennings
thomas rawls
amari cooper
allen robinson
brandon marshall
mike wallace
greg olsen
cincinnati
125.75
100
tom brady
rashad jennings
doug martin
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
cincinnati
125.75
100
tom brady
rashad jennings
thomas rawls
tevin coleman
amari cooper
allen robinson
mike wallace
greg olsen
cincinnati
125.75
99
tom brady
rashad jennings
doug martin
allen robinson
terrelle pryor
brandon marshall
mike wallace
greg olsen
new orleans
125.75
100
